meter_id,time,kWh
MAC000010,2014-01-24T05:00:00Z,0.177
MAC000010,2014-01-24T05:30:00Z,0.224
MAC000010,2014-01-24T06:00:00Z,0.218
MAC000010,2014-01-24T06:30:00Z,0.183
MAC000010,2014-01-24T07:00:00Z,0.316
MAC000010,2014-01-24T07:30:00Z,0.565
MAC000010,2014-01-24T08:00:00Z,0.401
MAC000010,2014-01-24T08:30:00Z,0.547
MAC000010,2014-01-24T09:00:00Z,0.796
MAC000010,2014-01-24T09:30:00Z,1.484
MAC000010,2014-01-24T10:00:00Z,0.275
MAC000010,2014-01-24T10:30:00Z,0.293
MAC000010,2014-01-24T11:00:00Z,0.323
MAC000010,2014-01-24T11:30:00Z,0.272
MAC000010,2014-01-24T12:00:00Z,0.266
MAC000010,2014-01-24T12:30:00Z,0.303
MAC000010,2014-01-24T13:00:00Z,0.292
MAC000010,2014-01-24T13:30:00Z,0.292
MAC000010,2014-01-24T14:00:00Z,0.201
MAC000010,2014-01-24T14:30:00Z,0.246
MAC000010,2014-01-24T15:00:00Z,0.195
MAC000010,2014-01-24T15:30:00Z,0.176
MAC000010,2014-01-24T16:00:00Z,0.222
MAC000010,2014-01-24T16:30:00Z,0.212
MAC000010,2014-01-24T17:00:00Z,0.295
MAC000010,2014-01-24T17:30:00Z,0.634
MAC000010,2014-01-24T18:00:00Z,0.533
MAC000010,2014-01-24T18:30:00Z,0.919
MAC000010,2014-01-24T19:00:00Z,1.571
MAC000010,2014-01-24T19:30:00Z,0.772
MAC000010,2014-01-24T20:00:00Z,0.611
MAC000010,2014-01-24T20:30:00Z,1.217
MAC000010,2014-01-24T21:00:00Z,0.449
MAC000010,2014-01-24T21:30:00Z,1.131
MAC000010,2014-01-24T22:00:00Z,0.512
MAC000010,2014-01-24T22:30:00Z,0.468
MAC000010,2014-01-24T23:00:00Z,0.464
MAC000010,2014-01-24T23:30:00Z,0.458
MAC000010,2014-01-25T00:00:00Z,0.382
MAC000010,2014-01-25T00:30:00Z,0.206
MAC000010,2014-01-25T01:00:00Z,0.212
MAC000010,2014-01-25T01:30:00Z,0.25
MAC000010,2014-01-25T02:00:00Z,0.209
MAC000010,2014-01-25T02:30:00Z,0.184
MAC000010,2014-01-25T03:00:00Z,0.191
MAC000010,2014-01-25T03:30:00Z,0.218
MAC000010,2014-01-25T04:00:00Z,0.158
MAC000010,2014-01-25T04:30:00Z,0.152
MAC000010,2014-01-25T05:00:00Z,0.237
MAC000010,2014-01-25T05:30:00Z,0.225
MAC000010,2014-01-25T06:00:00Z,0.186
MAC000010,2014-01-25T06:30:00Z,0.199
MAC000010,2014-01-25T07:00:00Z,0.245
MAC000010,2014-01-25T07:30:00Z,0.201
MAC000010,2014-01-25T08:00:00Z,0.427
MAC000010,2014-01-25T08:30:00Z,1.4119999
MAC000010,2014-01-25T09:00:00Z,1.614
MAC000010,2014-01-25T09:30:00Z,0.919
MAC000010,2014-01-25T10:00:00Z,0.404
MAC000010,2014-01-25T10:30:00Z,0.386
MAC000010,2014-01-25T11:00:00Z,0.343
MAC000010,2014-01-25T11:30:00Z,0.319
MAC000010,2014-01-25T12:00:00Z,0.339
MAC000010,2014-01-25T12:30:00Z,0.346
MAC000010,2014-01-25T13:00:00Z,0.296
MAC000010,2014-01-25T13:30:00Z,0.292
MAC000010,2014-01-25T14:00:00Z,0.333
MAC000010,2014-01-25T14:30:00Z,0.347
MAC000010,2014-01-25T15:00:00Z,0.296
MAC000010,2014-01-25T15:30:00Z,0.288
MAC000010,2014-01-25T16:00:00Z,0.567
MAC000010,2014-01-25T16:30:00Z,0.549
MAC000010,2014-01-25T17:00:00Z,0.5
MAC000010,2014-01-25T17:30:00Z,0.514
MAC000010,2014-01-25T18:00:00Z,0.786
MAC000010,2014-01-25T18:30:00Z,1.4119999
MAC000010,2014-01-25T19:00:00Z,1.206
MAC000010,2014-01-25T19:30:00Z,1.834
MAC000010,2014-01-25T20:00:00Z,0.587
MAC000010,2014-01-25T20:30:00Z,0.55
MAC000010,2014-01-25T21:00:00Z,0.53
MAC000010,2014-01-25T21:30:00Z,1.443
MAC000010,2014-01-25T22:00:00Z,0.505
MAC000010,2014-01-25T22:30:00Z,0.505
MAC000010,2014-01-25T23:00:00Z,0.404
MAC000010,2014-01-25T23:30:00Z,0.442
MAC000010,2014-01-26T00:00:00Z,0.245
MAC000010,2014-01-26T00:30:00Z,0.194
MAC000010,2014-01-26T01:00:00Z,0.194
MAC000010,2014-01-26T01:30:00Z,0.243
MAC000010,2014-01-26T02:00:00Z,0.201
MAC000010,2014-01-26T02:30:00Z,0.177
MAC000010,2014-01-26T03:00:00Z,0.194
MAC000010,2014-01-26T03:30:00Z,0.221
MAC000010,2014-01-26T04:00:00Z,0.152
MAC000010,2014-01-26T04:30:00Z,0.159
MAC000010,2014-01-26T05:00:00Z,0.245
MAC000010,2014-01-26T05:30:00Z,0.219
MAC000010,2014-01-26T06:00:00Z,0.19
MAC000010,2014-01-26T06:30:00Z,0.228
MAC000010,2014-01-26T07:00:00Z,0.238
MAC000010,2014-01-26T07:30:00Z,0.482
MAC000010,2014-01-26T08:00:00Z,0.357
MAC000010,2014-01-26T08:30:00Z,0.429
MAC000010,2014-01-26T09:00:00Z,1.428
MAC000010,2014-01-26T09:30:00Z,1.849
MAC000010,2014-01-26T10:00:00Z,1.122
MAC000010,2014-01-26T10:30:00Z,1.064
MAC000010,2014-01-26T11:00:00Z,0.735
MAC000010,2014-01-26T11:30:00Z,1.5650001
MAC000010,2014-01-26T12:00:00Z,0.752
MAC000010,2014-01-26T12:30:00Z,1.839
MAC000010,2014-01-26T13:00:00Z,1.119
MAC000010,2014-01-26T13:30:00Z,1.206
MAC000010,2014-01-26T14:00:00Z,1.1849999
MAC000010,2014-01-26T14:30:00Z,1.239
MAC000010,2014-01-26T15:00:00Z,1.26
MAC000010,2014-01-26T15:30:00Z,1.383
MAC000010,2014-01-26T16:00:00Z,1.211
MAC000010,2014-01-26T16:30:00Z,1.507
MAC000010,2014-01-26T17:00:00Z,0.822
MAC000010,2014-01-26T17:30:00Z,0.463
MAC000010,2014-01-26T18:00:00Z,0.502
MAC000010,2014-01-26T18:30:00Z,2.424
MAC000010,2014-01-26T19:00:00Z,1.719
MAC000010,2014-01-26T19:30:00Z,0.461
MAC000010,2014-01-26T20:00:00Z,0.673
MAC000010,2014-01-26T20:30:00Z,0.415
MAC000010,2014-01-26T21:00:00Z,0.333
MAC000010,2014-01-26T21:30:00Z,0.524
MAC000010,2014-01-26T22:00:00Z,0.497
MAC000010,2014-01-26T22:30:00Z,0.487
MAC000010,2014-01-26T23:00:00Z,1.15
MAC000010,2014-01-26T23:30:00Z,0.836
MAC000010,2014-01-27T00:00:00Z,0.765
MAC000010,2014-01-27T00:30:00Z,0.276
MAC000010,2014-01-27T01:00:00Z,0.196
MAC000010,2014-01-27T01:30:00Z,0.216
MAC000010,2014-01-27T02:00:00Z,0.248
MAC000010,2014-01-27T02:30:00Z,0.195
MAC000010,2014-01-27T03:00:00Z,0.166
MAC000010,2014-01-27T03:30:00Z,0.201
MAC000010,2014-01-27T04:00:00Z,0.199
MAC000010,2014-01-27T04:30:00Z,0.155
MAC000010,2014-01-27T05:00:00Z,0.196
MAC000010,2014-01-27T05:30:00Z,0.249
MAC000010,2014-01-27T06:00:00Z,0.197
MAC000010,2014-01-27T06:30:00Z,0.19
MAC000010,2014-01-27T07:00:00Z,0.556
MAC000010,2014-01-27T07:30:00Z,0.399
MAC000010,2014-01-27T08:00:00Z,0.531
MAC000010,2014-01-27T08:30:00Z,0.586
MAC000010,2014-01-27T09:00:00Z,0.558
MAC000010,2014-01-27T09:30:00Z,0.478
MAC000010,2014-01-27T10:00:00Z,0.544
MAC000010,2014-01-27T10:30:00Z,0.508
MAC000010,2014-01-27T11:00:00Z,0.547
MAC000010,2014-01-27T11:30:00Z,0.364
MAC000010,2014-01-27T12:00:00Z,0.368
MAC000010,2014-01-27T12:30:00Z,0.401
MAC000010,2014-01-27T13:00:00Z,0.361
MAC000010,2014-01-27T13:30:00Z,0.319
MAC000010,2014-01-27T14:00:00Z,0.349
MAC000010,2014-01-27T14:30:00Z,0.387
MAC000010,2014-01-27T15:00:00Z,0.354
MAC000010,2014-01-27T15:30:00Z,0.53
MAC000010,2014-01-27T16:00:00Z,0.534
MAC000010,2014-01-27T16:30:00Z,0.729
MAC000010,2014-01-27T17:00:00Z,0.713
MAC000010,2014-01-27T17:30:00Z,2.2090001
MAC000010,2014-01-27T18:00:00Z,1.452
MAC000010,2014-01-27T18:30:00Z,1.02
MAC000010,2014-01-27T19:00:00Z,1.178
MAC000010,2014-01-27T19:30:00Z,0.731
MAC000010,2014-01-27T20:00:00Z,1.095
MAC000010,2014-01-27T20:30:00Z,0.74
MAC000010,2014-01-27T21:00:00Z,0.704
MAC000010,2014-01-27T21:30:00Z,0.658
MAC000010,2014-01-27T22:00:00Z,0.7
MAC000010,2014-01-27T22:30:00Z,0.678
MAC000010,2014-01-27T23:00:00Z,0.724
MAC000010,2014-01-27T23:30:00Z,0.673
MAC000010,2014-01-28T00:00:00Z,1.0190001
MAC000010,2014-01-28T00:30:00Z,0.258
MAC000010,2014-01-28T01:00:00Z,0.223
MAC000010,2014-01-28T01:30:00Z,0.245
MAC000010,2014-01-28T02:00:00Z,0.268
MAC000010,2014-01-28T02:30:00Z,0.232
MAC000010,2014-01-28T03:00:00Z,0.189
MAC000010,2014-01-28T03:30:00Z,0.212
MAC000010,2014-01-28T04:00:00Z,0.241
MAC000010,2014-01-28T04:30:00Z,0.193
MAC000010,2014-01-28T05:00:00Z,0.212
MAC000010,2014-01-28T05:30:00Z,0.265
MAC000010,2014-01-28T06:00:00Z,0.26
MAC000010,2014-01-28T06:30:00Z,0.225
MAC000010,2014-01-28T07:00:00Z,0.546
MAC000010,2014-01-28T07:30:00Z,0.46
MAC000010,2014-01-28T08:00:00Z,0.463
MAC000010,2014-01-28T08:30:00Z,0.637
MAC000010,2014-01-28T09:00:00Z,0.518
MAC000010,2014-01-28T09:30:00Z,0.363
MAC000010,2014-01-28T10:00:00Z,0.289
MAC000010,2014-01-28T10:30:00Z,0.246
MAC000010,2014-01-28T11:00:00Z,0.296
MAC000010,2014-01-28T11:30:00Z,0.276
MAC000010,2014-01-28T12:00:00Z,0.239
MAC000010,2014-01-28T12:30:00Z,0.367
MAC000010,2014-01-28T13:00:00Z,0.358
MAC000010,2014-01-28T13:30:00Z,0.243
MAC000010,2014-01-28T14:00:00Z,0.233
MAC000010,2014-01-28T14:30:00Z,0.284
MAC000010,2014-01-28T15:00:00Z,0.265
MAC000010,2014-01-28T15:30:00Z,0.367
MAC000010,2014-01-28T16:00:00Z,0.301
MAC000010,2014-01-28T16:30:00Z,0.441
MAC000010,2014-01-28T17:00:00Z,0.416
MAC000010,2014-01-28T17:30:00Z,0.407
MAC000010,2014-01-28T18:00:00Z,0.825
MAC000010,2014-01-28T18:30:00Z,1.117
MAC000010,2014-01-28T19:00:00Z,0.47
MAC000010,2014-01-28T19:30:00Z,0.563
MAC000010,2014-01-28T20:00:00Z,1.817
MAC000010,2014-01-28T20:30:00Z,1.659
MAC000010,2014-01-28T21:00:00Z,0.763
MAC000010,2014-01-28T21:30:00Z,0.591
MAC000010,2014-01-28T22:00:00Z,0.607
MAC000010,2014-01-28T22:30:00Z,0.607
MAC000010,2014-01-28T23:00:00Z,0.721
MAC000010,2014-01-28T23:30:00Z,0.511
MAC000010,2014-01-29T00:00:00Z,0.514
MAC000010,2014-01-29T00:30:00Z,0.312
MAC000010,2014-01-29T01:00:00Z,0.241
MAC000010,2014-01-29T01:30:00Z,0.222
MAC000010,2014-01-29T02:00:00Z,0.268
MAC000010,2014-01-29T02:30:00Z,0.271
MAC000010,2014-01-29T03:00:00Z,0.192
MAC000010,2014-01-29T03:30:00Z,0.183
MAC000010,2014-01-29T04:00:00Z,0.238
MAC000010,2014-01-29T04:30:00Z,0.224
MAC000010,2014-01-29T05:00:00Z,0.207
MAC000010,2014-01-29T05:30:00Z,0.23
MAC000010,2014-01-29T06:00:00Z,0.275
MAC000010,2014-01-29T06:30:00Z,0.236
MAC000010,2014-01-29T07:00:00Z,0.219
MAC000010,2014-01-29T07:30:00Z,0.621
MAC000010,2014-01-29T08:00:00Z,1.092
MAC000010,2014-01-29T08:30:00Z,1.913
MAC000010,2014-01-29T09:00:00Z,0.672
MAC000010,2014-01-29T09:30:00Z,0.774
MAC000010,2014-01-29T10:00:00Z,0.451
MAC000010,2014-01-29T10:30:00Z,0.382
MAC000010,2014-01-29T11:00:00Z,0.609
MAC000010,2014-01-29T11:30:00Z,0.45
MAC000010,2014-01-29T12:00:00Z,0.44
MAC000010,2014-01-29T12:30:00Z,0.406
MAC000010,2014-01-29T13:00:00Z,0.303
MAC000010,2014-01-29T13:30:00Z,0.325
MAC000010,2014-01-29T14:00:00Z,0.843
MAC000010,2014-01-29T14:30:00Z,0.827
MAC000010,2014-01-29T15:00:00Z,0.942
MAC000010,2014-01-29T15:30:00Z,0.846
MAC000010,2014-01-29T16:00:00Z,0.458
MAC000010,2014-01-29T16:30:00Z,0.404
MAC000010,2014-01-29T17:00:00Z,0.437
MAC000010,2014-01-29T17:30:00Z,0.501
MAC000010,2014-01-29T18:00:00Z,0.329
MAC000010,2014-01-29T18:30:00Z,0.274
MAC000010,2014-01-29T19:00:00Z,0.292
MAC000010,2014-01-29T19:30:00Z,0.317
MAC000010,2014-01-29T20:00:00Z,0.28
MAC000010,2014-01-29T20:30:00Z,0.256
MAC000010,2014-01-29T21:00:00Z,0.695
MAC000010,2014-01-29T21:30:00Z,0.488
MAC000010,2014-01-29T22:00:00Z,0.509
MAC000010,2014-01-29T22:30:00Z,0.492
MAC000010,2014-01-29T23:00:00Z,0.619
MAC000010,2014-01-29T23:30:00Z,0.71
MAC000010,2014-01-30T00:00:00Z,0.275
MAC000010,2014-01-30T00:30:00Z,0.232
MAC000010,2014-01-30T01:00:00Z,0.288
MAC000010,2014-01-30T01:30:00Z,0.241
MAC000010,2014-01-30T02:00:00Z,0.215
MAC000010,2014-01-30T02:30:00Z,0.233
MAC000010,2014-01-30T03:00:00Z,0.247
MAC000010,2014-01-30T03:30:00Z,0.182
MAC000010,2014-01-30T04:00:00Z,0.175
MAC000010,2014-01-30T04:30:00Z,0.236
MAC000010,2014-01-30T05:00:00Z,0.236
MAC000010,2014-01-30T05:30:00Z,0.217
MAC000010,2014-01-30T06:00:00Z,0.238
MAC000010,2014-01-30T06:30:00Z,0.27
MAC000010,2014-01-30T07:00:00Z,0.471
MAC000010,2014-01-30T07:30:00Z,0.329
MAC000010,2014-01-30T08:00:00Z,0.548
MAC000010,2014-01-30T08:30:00Z,0.594
MAC000010,2014-01-30T09:00:00Z,0.681
MAC000010,2014-01-30T09:30:00Z,0.456
MAC000010,2014-01-30T10:00:00Z,0.594
MAC000010,2014-01-30T10:30:00Z,0.482
MAC000010,2014-01-30T11:00:00Z,0.325
MAC000010,2014-01-30T11:30:00Z,0.441
MAC000010,2014-01-30T12:00:00Z,0.304
MAC000010,2014-01-30T12:30:00Z,0.275
MAC000010,2014-01-30T13:00:00Z,0.305
MAC000010,2014-01-30T13:30:00Z,0.556
MAC000010,2014-01-30T14:00:00Z,0.384
MAC000010,2014-01-30T14:30:00Z,1.066
MAC000010,2014-01-30T15:00:00Z,0.691
MAC000010,2014-01-30T15:30:00Z,0.421
MAC000010,2014-01-30T16:00:00Z,0.367
MAC000010,2014-01-30T16:30:00Z,0.467
MAC000010,2014-01-30T17:00:00Z,0.537
MAC000010,2014-01-30T17:30:00Z,0.822
MAC000010,2014-01-30T18:00:00Z,2.168
MAC000010,2014-01-30T18:30:00Z,1.477
MAC000010,2014-01-30T19:00:00Z,1.913
MAC000010,2014-01-30T19:30:00Z,0.83
MAC000010,2014-01-30T20:00:00Z,0.843
MAC000010,2014-01-30T20:30:00Z,0.771
MAC000010,2014-01-30T21:00:00Z,0.842
MAC000010,2014-01-30T21:30:00Z,1.193
MAC000010,2014-01-30T22:00:00Z,0.561
MAC000010,2014-01-30T22:30:00Z,1.101
MAC000010,2014-01-30T23:00:00Z,0.427
MAC000010,2014-01-30T23:30:00Z,0.248
MAC000010,2014-01-31T00:00:00Z,0.232
MAC000010,2014-01-31T00:30:00Z,0.265
MAC000010,2014-01-31T01:00:00Z,0.247
MAC000010,2014-01-31T01:30:00Z,0.174
MAC000010,2014-01-31T02:00:00Z,0.18
MAC000010,2014-01-31T02:30:00Z,0.238
MAC000010,2014-01-31T03:00:00Z,0.18
MAC000010,2014-01-31T03:30:00Z,0.154
MAC000010,2014-01-31T04:00:00Z,0.184
MAC000010,2014-01-31T04:30:00Z,0.201
MAC000010,2014-01-31T05:00:00Z,0.177
MAC000010,2014-01-31T05:30:00Z,0.193
MAC000010,2014-01-31T06:00:00Z,0.246
MAC000010,2014-01-31T06:30:00Z,0.362
MAC000010,2014-01-31T07:00:00Z,0.238
MAC000010,2014-01-31T07:30:00Z,0.353
MAC000010,2014-01-31T08:00:00Z,0.702
MAC000010,2014-01-31T08:30:00Z,0.549
MAC000010,2014-01-31T09:00:00Z,0.599
MAC000010,2014-01-31T09:30:00Z,0.354
MAC000010,2014-01-31T10:00:00Z,0.259
MAC000010,2014-01-31T10:30:00Z,0.339
MAC000010,2014-01-31T11:00:00Z,0.488
MAC000010,2014-01-31T11:30:00Z,0.352
MAC000010,2014-01-31T12:00:00Z,0.335
MAC000010,2014-01-31T12:30:00Z,0.308
MAC000010,2014-01-31T13:00:00Z,0.331
MAC000010,2014-01-31T13:30:00Z,0.32
MAC000010,2014-01-31T14:00:00Z,0.287
MAC000010,2014-01-31T14:30:00Z,0.314
MAC000010,2014-01-31T15:00:00Z,0.968
MAC000010,2014-01-31T15:30:00Z,0.412
MAC000010,2014-01-31T16:00:00Z,0.523
MAC000010,2014-01-31T16:30:00Z,0.511
MAC000010,2014-01-31T17:00:00Z,0.573
MAC000010,2014-01-31T17:30:00Z,0.559
MAC000010,2014-01-31T18:00:00Z,1.723
MAC000010,2014-01-31T18:30:00Z,1.028
MAC000010,2014-01-31T19:00:00Z,0.547
MAC000010,2014-01-31T19:30:00Z,1.072
MAC000010,2014-01-31T20:00:00Z,0.851
MAC000010,2014-01-31T20:30:00Z,0.826
MAC000010,2014-01-31T21:00:00Z,0.801
MAC000010,2014-01-31T21:30:00Z,0.555
MAC000010,2014-01-31T22:00:00Z,0.494
MAC000010,2014-01-31T22:30:00Z,0.395
MAC000010,2014-01-31T23:00:00Z,0.297
MAC000010,2014-01-31T23:30:00Z,0.278
MAC000010,2014-02-01T00:00:00Z,0.283
MAC000010,2014-02-01T00:30:00Z,0.248
MAC000010,2014-02-01T01:00:00Z,0.201
MAC000010,2014-02-01T01:30:00Z,0.188
MAC000010,2014-02-01T02:00:00Z,0.239
MAC000010,2014-02-01T02:30:00Z,0.241
MAC000010,2014-02-01T03:00:00Z,0.159
MAC000010,2014-02-01T03:30:00Z,0.155
MAC000010,2014-02-01T04:00:00Z,0.198
MAC000010,2014-02-01T04:30:00Z,0.193
MAC000010,2014-02-01T05:00:00Z,0.175
MAC000010,2014-02-01T05:30:00Z,0.187
MAC000010,2014-02-01T06:00:00Z,0.239
MAC000010,2014-02-01T06:30:00Z,0.211
MAC000010,2014-02-01T07:00:00Z,0.519
MAC000010,2014-02-01T07:30:00Z,0.397
MAC000010,2014-02-01T08:00:00Z,0.488
MAC000010,2014-02-01T08:30:00Z,0.371
MAC000010,2014-02-01T09:00:00Z,0.374
MAC000010,2014-02-01T09:30:00Z,0.266
MAC000010,2014-02-01T10:00:00Z,0.446
MAC000010,2014-02-01T10:30:00Z,0.868
MAC000010,2014-02-01T11:00:00Z,1.324
MAC000010,2014-02-01T11:30:00Z,0.903
MAC000010,2014-02-01T12:00:00Z,0.991
MAC000010,2014-02-01T12:30:00Z,1.068
MAC000010,2014-02-01T13:00:00Z,1.038
MAC000010,2014-02-01T13:30:00Z,0.692
MAC000010,2014-02-01T14:00:00Z,0.461
MAC000010,2014-02-01T14:30:00Z,0.652
MAC000010,2014-02-01T15:00:00Z,1.1
MAC000010,2014-02-01T15:30:00Z,0.59
MAC000010,2014-02-01T16:00:00Z,0.819
MAC000010,2014-02-01T16:30:00Z,0.652
MAC000010,2014-02-01T17:00:00Z,1.2
MAC000010,2014-02-01T17:30:00Z,1.362
MAC000010,2014-02-01T18:00:00Z,1.633
MAC000010,2014-02-01T18:30:00Z,1.302
MAC000010,2014-02-01T19:00:00Z,1.256
MAC000010,2014-02-01T19:30:00Z,1.3789999
MAC000010,2014-02-01T20:00:00Z,1.906
MAC000010,2014-02-01T20:30:00Z,0.88
MAC000010,2014-02-01T21:00:00Z,1.173
MAC000010,2014-02-01T21:30:00Z,2.1099999
MAC000010,2014-02-01T22:00:00Z,0.823
MAC000010,2014-02-01T22:30:00Z,1.267
MAC000010,2014-02-01T23:00:00Z,0.749
MAC000010,2014-02-01T23:30:00Z,0.736
MAC000010,2014-02-02T00:00:00Z,0.251
MAC000010,2014-02-02T00:30:00Z,0.274
MAC000010,2014-02-02T01:00:00Z,0.229
MAC000010,2014-02-02T01:30:00Z,0.222
MAC000010,2014-02-02T02:00:00Z,0.256
MAC000010,2014-02-02T02:30:00Z,0.276
MAC000010,2014-02-02T03:00:00Z,0.194
MAC000010,2014-02-02T03:30:00Z,0.189
MAC000010,2014-02-02T04:00:00Z,0.245
MAC000010,2014-02-02T04:30:00Z,0.216
MAC000010,2014-02-02T05:00:00Z,0.179
MAC000010,2014-02-02T05:30:00Z,0.196
MAC000010,2014-02-02T06:00:00Z,0.248
MAC000010,2014-02-02T06:30:00Z,0.207
MAC000010,2014-02-02T07:00:00Z,0.192
MAC000010,2014-02-02T07:30:00Z,0.636
MAC000010,2014-02-02T08:00:00Z,0.578
MAC000010,2014-02-02T08:30:00Z,1.053
MAC000010,2014-02-02T09:00:00Z,1.099
MAC000010,2014-02-02T09:30:00Z,0.64
MAC000010,2014-02-02T10:00:00Z,0.52
MAC000010,2014-02-02T10:30:00Z,0.469
MAC000010,2014-02-02T11:00:00Z,0.474
MAC000010,2014-02-02T11:30:00Z,0.518
MAC000010,2014-02-02T12:00:00Z,1.386
MAC000010,2014-02-02T12:30:00Z,0.807
MAC000010,2014-02-02T13:00:00Z,1.35
MAC000010,2014-02-02T13:30:00Z,1.03
MAC000010,2014-02-02T14:00:00Z,0.434
MAC000010,2014-02-02T14:30:00Z,0.736
MAC000010,2014-02-02T15:00:00Z,0.324
MAC000010,2014-02-02T15:30:00Z,0.322
MAC000010,2014-02-02T16:00:00Z,0.276
MAC000010,2014-02-02T16:30:00Z,0.272
MAC000010,2014-02-02T17:00:00Z,0.328
MAC000010,2014-02-02T17:30:00Z,0.306
MAC000010,2014-02-02T18:00:00Z,0.272
MAC000010,2014-02-02T18:30:00Z,0.293
MAC000010,2014-02-02T19:00:00Z,0.339
MAC000010,2014-02-02T19:30:00Z,0.281
MAC000010,2014-02-02T20:00:00Z,1.128
MAC000010,2014-02-02T20:30:00Z,1.904
MAC000010,2014-02-02T21:00:00Z,0.673
MAC000010,2014-02-02T21:30:00Z,0.547
MAC000010,2014-02-02T22:00:00Z,1.048
MAC000010,2014-02-02T22:30:00Z,0.842
MAC000010,2014-02-02T23:00:00Z,0.859
MAC000010,2014-02-02T23:30:00Z,0.691
MAC000010,2014-02-03T00:00:00Z,0.457
MAC000010,2014-02-03T00:30:00Z,0.265
MAC000010,2014-02-03T01:00:00Z,0.214
MAC000010,2014-02-03T01:30:00Z,0.191
MAC000010,2014-02-03T02:00:00Z,0.209
MAC000010,2014-02-03T02:30:00Z,0.239
MAC000010,2014-02-03T03:00:00Z,0.181
MAC000010,2014-02-03T03:30:00Z,0.158
MAC000010,2014-02-03T04:00:00Z,0.195
MAC000010,2014-02-03T04:30:00Z,0.201
MAC000010,2014-02-03T05:00:00Z,0.181
MAC000010,2014-02-03T05:30:00Z,0.192
MAC000010,2014-02-03T06:00:00Z,0.249
MAC000010,2014-02-03T06:30:00Z,0.205
MAC000010,2014-02-03T07:00:00Z,0.188
MAC000010,2014-02-03T07:30:00Z,0.459
MAC000010,2014-02-03T08:00:00Z,0.29
MAC000010,2014-02-03T08:30:00Z,0.362
MAC000010,2014-02-03T09:00:00Z,0.237
MAC000010,2014-02-03T09:30:00Z,0.478
MAC000010,2014-02-03T10:00:00Z,1.3559999
MAC000010,2014-02-03T10:30:00Z,1.145
MAC000010,2014-02-03T11:00:00Z,0.506
MAC000010,2014-02-03T11:30:00Z,0.494
MAC000010,2014-02-03T12:00:00Z,0.841
MAC000010,2014-02-03T12:30:00Z,0.708
MAC000010,2014-02-03T13:00:00Z,0.622
MAC000010,2014-02-03T13:30:00Z,1.117
MAC000010,2014-02-03T14:00:00Z,0.945
MAC000010,2014-02-03T14:30:00Z,1.1799999
MAC000010,2014-02-03T15:00:00Z,0.408
MAC000010,2014-02-03T15:30:00Z,0.946
MAC000010,2014-02-03T16:00:00Z,1.59
MAC000010,2014-02-03T16:30:00Z,0.64
MAC000010,2014-02-03T17:00:00Z,1.348
MAC000010,2014-02-03T17:30:00Z,1.161
MAC000010,2014-02-03T18:00:00Z,0.483
MAC000010,2014-02-03T18:30:00Z,0.84
MAC000010,2014-02-03T19:00:00Z,1.358
MAC000010,2014-02-03T19:30:00Z,0.433
MAC000010,2014-02-03T20:00:00Z,0.558
MAC000010,2014-02-03T20:30:00Z,0.497
MAC000010,2014-02-03T21:00:00Z,0.438
MAC000010,2014-02-03T21:30:00Z,0.403
MAC000010,2014-02-03T22:00:00Z,0.373
MAC000010,2014-02-03T22:30:00Z,0.901
MAC000010,2014-02-03T23:00:00Z,0.789
MAC000010,2014-02-03T23:30:00Z,0.633
MAC000010,2014-02-04T00:00:00Z,0.274
MAC000010,2014-02-04T00:30:00Z,0.227
MAC000010,2014-02-04T01:00:00Z,0.192
MAC000010,2014-02-04T01:30:00Z,0.171
MAC000010,2014-02-04T02:00:00Z,0.203
MAC000010,2014-02-04T02:30:00Z,0.233
MAC000010,2014-02-04T03:00:00Z,0.157
MAC000010,2014-02-04T03:30:00Z,0.152
MAC000010,2014-02-04T04:00:00Z,0.199
MAC000010,2014-02-04T04:30:00Z,0.182
MAC000010,2014-02-04T05:00:00Z,0.174
MAC000010,2014-02-04T05:30:00Z,0.193
MAC000010,2014-02-04T06:00:00Z,0.243
MAC000010,2014-02-04T06:30:00Z,0.196
MAC000010,2014-02-04T07:00:00Z,0.189
MAC000010,2014-02-04T07:30:00Z,0.554
MAC000010,2014-02-04T08:00:00Z,0.381
MAC000010,2014-02-04T08:30:00Z,0.48
MAC000010,2014-02-04T09:00:00Z,0.416
MAC000010,2014-02-04T09:30:00Z,0.679
MAC000010,2014-02-04T10:00:00Z,0.498
MAC000010,2014-02-04T10:30:00Z,0.468
MAC000010,2014-02-04T11:00:00Z,0.517
MAC000010,2014-02-04T11:30:00Z,0.494
MAC000010,2014-02-04T12:00:00Z,0.467
MAC000010,2014-02-04T12:30:00Z,1.506
MAC000010,2014-02-04T13:00:00Z,1.201
MAC000010,2014-02-04T13:30:00Z,1.114
MAC000010,2014-02-04T14:00:00Z,1.044
MAC000010,2014-02-04T14:30:00Z,0.985
MAC000010,2014-02-04T15:00:00Z,0.414
MAC000010,2014-02-04T15:30:00Z,0.354
MAC000010,2014-02-04T16:00:00Z,0.351
MAC000010,2014-02-04T16:30:00Z,0.417
MAC000010,2014-02-04T17:00:00Z,0.482
MAC000010,2014-02-04T17:30:00Z,1.178
MAC000010,2014-02-04T18:00:00Z,0.566
MAC000010,2014-02-04T18:30:00Z,1.349
MAC000010,2014-02-04T19:00:00Z,1.95
MAC000010,2014-02-04T19:30:00Z,0.423
